stateabb,countyname,statefips,countyfips,ruralcode,persistentpov,active_md_nf17,active_md_nf16,active_md_nf15,active_md_nf14,active_md_nf13,active_md_nf12,active_md_nf11,active_md_nf10,active_md_nf05,active_md_nf00,active_md_nf90,active_md_nf80,active_md_nf70,active_md_nf60,genprac17,genprac15,genprac10,dfammed17,dfammed15,dfammed10,intmed17,intmed15,intmed10,ped17,ped15,ped10,obgyn17,obgyn15,obgyn10,psych_pc17,psych_pc15,psych_pc10,tothosp17,tothosp15,tothosp10,prev_stays16,prev_stays15,prev_stays14,prev_stays13,prev_stays12,rurclin18,rurclin17,rurclin16,rurclin15,rurclin14,rurclin13,rurclin12,rurclin11,rurclin10,nhsc_sites19,nhsc_sites18,nhsc_sites17,nhsc_sites16,nhsc_sites15,nhsc_wpc19,nhsc_wpc18,nhsc_wpc17,nhsc_wpc16,nhsc_wpc15,nhsc_wpc14,nhsc_wpc13,nhsc_wmh19,nhsc_wmh18,nhsc_wmh17,nhsc_wmh16,nhsc_wmh15,nhsc_wmh14,nhsc_wmh13,nhsc_pcp19,nhsc_pcp18,nhsc_pcp17,nhsc_pcp16,nhsc_pcp15,nhsc_pcp14,nhsc_pcp13,nhsc_mhp19,nhsc_mhp18,nhsc_mhp17,nhsc_mhp16,nhsc_mhp15,nhsc_mhp14,nhsc_mhp13,popest18,popest17,popest16,popest15,popest14,popest13,popest12,popest11,popest10,popest09,popest08,popest07,popest06,popest05,popest00,pop6517,pop6516,pop6515,pop6514,pop6513,pop6512,pop6511,pop6510,infmort1317,infmort1216,infmort1115,infmort1014,infmort0913,infmort0812,infmort0711,infmort0610,infmort0509,infmort0408,infmort0307,infmort0206,infmort0105,infmort9600,sui1517,sui1416,sui1315,sui0810,povperc17,povperc16,povperc15,povperc14,povperc13,povperc12,povperc11,povperc10,pop65perc10,pop65perc11,pop65perc12,pop65perc13,pop65perc14,pop65perc15,pop65perc16,pop65perc17,pcp17,pcp15,pcp10,pcpratio17,pcpratio15,pcpratio10,pcp15weight,pcp17weight,pcp10weight
MO,New Madrid,29,143,07,1,3,2,4,2,2,2,2,3,3,26,5,5,8,12,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6934,5593,6380,6752,6061,0,10,10,11,11,10,10,10,9,10,13,5,5,5,3,2,2,2,3,3,1,2,1,1,1,2,1,1,2.6,3.01,2.02,1.01,2.01,1.98,1.17,2.8,2,4,5.5,3.68,2.7,3,17296,17582,17915,18208,18272,18365,18488,18783,18956,17480,17589,17779,18314,18566,19760,3270,3257,3275,3222,3153,3106,3068,3045,NA,NA,NA,NA,NA,NA,NA,24,25.6,24,25.6,25.6,25.6,24.8,NaN,NaN,NaN,NaN,10.9,10.9,12.2,12.2,12.2,10.9,12.2,10.9,16.1,16.1,16.1,14.4,14.4,14.4,12.8,12.8,0,1,2,0,0.054920913884007036,0.10550749103186327,0.5,0,1.5
MO,Newton,29,145,03,0,11,12,11,12,194,13,11,12,17,22,19,14,10,11,0,0,0,3,3,4,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,4170,4236,4380,5516,5515,0,2,2,2,2,1,1,1,1,12,15,16,14,9,3,3,4,5,5,4,1,0,2,3,0,0,1,2,3,3,4,5.5,6.5,6,1,0,0.6,1.8,0,0,2,6,58266,58290,58694,58615,58598,58845,59069,58414,58114,56121,56120,56038,56047,55554,52636,10350,10576,10349,10185,10037,9923,8997,8857,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,25.6,26,13,12,10,NaN,18.7,17.4,17.4,17.4,16.2,16.2,16.2,17.4,17.8,17.8,16.1,14.4,14.4,14.4,12.8,14.4,5,5,7,0.0857780065191285,0.08530239699735562,0.12045290291496026,0.5,0.5,1.5
MO,Nodaway,29,147,06,0,19,23,22,23,29,29,31,28,27,23,15,11,7,8,1,2,2,6,6,6,2,3,3,1,1,1,2,2,2,1,2,3,1,1,1,3232,3622,4391,2985,2980,0,3,2,2,2,2,3,3,3,0,2,2,3,3,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2,2,0,22304,22472,22670,22810,23081,23261,23419,23468,23370,22130,22054,22120,21660,21710,21912,3329,3331,3289,3219,3208,3169,3103,3077,NA,NA,NA,NA,NA,NA,NA,26,26,25.6,26,26,26,26,NaN,NaN,NaN,NaN,16.2,16.2,12.2,13.6,14.9,13.6,10.9,16.2,18.9,18.9,18.9,18.9,18.9,18.7,18.7,18.7,11,12,12,0.4894980420078319,0.526085050416484,0.5134788189987163,14.8,12.6,14.8
MO,Oregon,29,149,09,1,3,3,3,2,2,2,3,3,1,0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3530,4560,3276,3274,4143,0,2,2,2,2,2,2,2,2,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10541,10558,10789,10953,10911,10996,10997,11017,10881,10291,10264,10304,10407,10403,10344,2424,2418,2449,2409,2356,2301,2169,2153,NA,NA,NA,NA,NA,NA,NA,25.6,26,26,26,26,26,24,NaN,NaN,NaN,NaN,10.9,10.9,10.9,12.2,9.3,9.3,9.3,10.9,11.2,11.2,9.8,8.9,8,8,8,8,0,0,1,0,0,0.09190331770976932,0,0,0.5
MO,Osage,29,151,03,0,0,1,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4193,3350,3723,3655,3248,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13714,13662,13664,13628,13703,13688,13858,13915,13878,13561,13465,13393,13498,13485,13062,2344,2404,2355,2289,2234,2198,2121,2077,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,20.5,NaN,NaN,NaN,NaN,21,21,21,20,20,20,20,20,18.7,17.8,17.8,16.1,16.1,14.4,14.4,14.4,0,0,0,0,0,0,0,0,0
MO,Ozark,29,153,09,0,1,1,1,1,1,1,1,1,2,0,0,3,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5237,4453,3841,3857,5108,0,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,9017,9186,9237,9409,9492,9560,9601,9595,9723,9315,9227,9245,9393,9490,9542,2577,2565,2528,2494,2464,2398,2292,2279,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,13.6,10.9,9.3,12.2,9.3,10.9,12.2,10.9,7,7,6.1,5.1,4,4,2.8,1.7,1,1,1,0.10886131069018071,0.10628122010840683,0.10284891494394734,1.5,1.5,1.5
MO,Pemiscot,29,155,07,1,10,11,11,12,11,11,11,11,13,16,12,12,10,16,0,0,0,2,2,1,2,2,3,0,1,1,1,1,3,2,2,0,1,1,1,9436,10223,10005,10836,12918,0,8,8,9,9,9,10,10,7,7,3,3,2,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,3.5,1.5,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,16272,16826,17073,17482,17650,17823,18111,18174,18296,18193,18515,18780,19163,19412,20047,2761,2708,2711,2708,2728,2730,2659,2693,NA,NA,NA,NA,NA,NA,NA,23.2,24,24,20.5,20.5,22.4,22.4,NaN,NaN,NaN,NaN,9.3,6.6,9.3,7.8,6.6,6.6,6.6,6.6,18.7,18.7,17.8,17.8,17.8,17.8,17.8,16.1,5,6,8,0.29715915844526325,0.343210159020707,0.4372540445999126,7.3,5.7,10.7
MO,Perry,29,157,06,0,11,10,10,11,9,9,12,12,11,12,12,12,6,7,0,0,0,4,3,5,4,2,2,1,1,0,0,2,1,0,0,1,1,1,1,5944,3922,4097,4567,4119,0,5,5,5,5,5,5,5,5,2,2,2,2,4,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.5,0,0,0,0,19150,19225,19285,19183,19202,19072,19018,19041,18971,18847,18743,18794,18639,18571,18132,3380,3360,3242,3195,3119,3049,2998,2960,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,21,20,20,20,18.7,20,18.7,18.7,17.8,17.8,16.1,16.1,16.1,16.1,14.4,14.4,9,8,8,0.4681404421326398,0.4170359172183704,0.4216962732591851,10.7,12.6,10.7
MO,Pettis,29,159,04,0,39,42,40,45,47,43,38,39,42,44,39,24,28,27,0,0,0,8,6,6,3,3,3,6,6,5,1,2,3,1,0,0,1,1,1,6554,5636,6633,6965,7144,0,0,0,0,0,0,0,0,0,2,2,2,3,3,1,0,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,2,2.5,1.5,1,2,0,0,0,0,0,0,42542,42558,42213,42255,42225,42205,42319,42178,42201,41421,41006,40807,40520,40121,39403,6934,6658,6552,6465,6360,6318,6212,6203,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,25.6,24,26,NaN,NaN,NaN,NaN,17.4,17.4,17.4,16.2,13.6,16.2,14.9,16.2,18.7,18.7,18.7,17.8,17.8,17.8,17.8,16.1,18,17,17,0.4229522064006767,0.4023192521595077,0.40283405606502215,10.7,10.7,10.7
MO,Phelps,29,161,05,0,78,78,77,81,80,82,72,69,71,58,38,22,10,18,1,1,1,14,14,10,9,14,11,9,8,8,5,7,4,3,3,4,1,1,1,4666,4241,3451,4426,4608,0,6,6,6,7,7,7,7,7,19,14,15,13,12,0,0,0,1,0,1,3,2,1,2,2,2,2,2,0,0,0,0.2,0,1,2.5,2,0.75,2.2,4.5,3.1,3,3,44732,44744,44608,44794,44847,44807,44987,45020,45156,42248,42205,42550,42289,42125,39825,7142,6862,6752,6689,6552,6448,6230,6157,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,25.6,26,26,NaN,NaN,NaN,NaN,14.9,14.9,14.9,13.6,16.2,13.6,14.9,16.2,18.9,18.9,18.7,18.7,18.7,17.8,17.8,17.8,37,43,33,0.8269265152869658,0.9599499933026745,0.7307998937018336,26.6,24.3,21.9
MO,Pike,29,163,06,0,7,7,7,7,6,4,5,6,3,8,7,9,11,9,0,0,0,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,5497,6876,5835,6154,7182,0,5,5,5,5,5,5,5,4,5,5,5,3,3,1,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,18504,18567,18438,18348,18541,18669,18565,18572,18516,18406,18476,18471,18566,18762,18351,3200,3067,3038,3063,3049,3008,2939,2883,NA,NA,NA,NA,NA,NA,NA,23.2,20.5,20.5,20.5,24,25.6,25.6,NaN,NaN,NaN,NaN,16.2,16.2,14.9,14.9,14.9,14.9,13.6,16.2,17.8,17.8,16.1,16.1,16.1,16.1,16.1,14.4,4,3,3,0.2154359885818926,0.16350555918901244,0.16202203499675957,2.8,4.1,2.8
MO,Platte,29,165,01,0,222,226,208,213,203,185,175,160,127,106,10,9,5,7,2,2,1,29,28,23,16,18,15,16,15,8,13,16,9,21,18,12,1,1,1,4313,3814,3992,4260,4505,0,0,0,0,0,0,0,0,0,3,2,3,3,3,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.6,0.6,0,1,2,3,3,2,1,1,3,102985,101187,98309,96096,94788,93310,92054,90903,89322,90688,85896,84881,83061,82085,73781,14353,13411,12819,12285,11709,11206,10559,9967,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,18,16,14,12,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,19.4,19.4,19.1,19.1,19.1,18.9,18.9,18.7,74,77,55,0.7313192406139128,0.8012820512820512,0.6157497592978214,24.3,21.9,19.1
MO,Polk,29,167,02,0,37,36,36,36,35,30,28,28,29,24,12,7,6,6,1,1,1,15,13,11,2,3,1,3,3,2,1,1,2,0,1,0,1,1,1,3704,3066,3266,3935,3554,0,8,8,8,9,8,8,8,8,11,9,10,13,15,3,1,1,3,4,4,5,2,2,2,0,1,2,2,2.6,1,1,3,4,5,4.5,1.01,1.01,1.01,0,1.4,2.4,2.5,32201,31794,31285,31229,31054,30974,31017,31170,31137,30626,30404,30216,29596,28892,26992,5739,5524,5404,5306,5175,5219,5141,5025,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,17.4,16.2,16.2,14.9,14.9,12.2,13.6,13.6,16.1,16.1,16.1,16.1,14.4,14.4,14.4,12.8,21,20,16,0.6605019815059445,0.6404303692081079,0.5138581109291197,19.1,20.7,14.8
MO,Pulaski,29,169,05,0,26,30,27,34,26,18,23,21,23,12,17,22,6,6,2,2,1,10,7,9,2,3,0,2,2,2,1,1,0,0,0,1,1,1,1,4365,3699,3644,4248,4194,0,4,4,4,4,4,4,4,4,6,4,6,6,5,1,0,2,2,0,1,3,1,1,2,1,0,2,2,2,0,1.8,1.8,0,2,5.5,2,0.8,1.25,1,0,1.4,1.4,52014,52059,52654,53221,53436,53748,53259,53175,52274,46457,44546,44326,44022,44187,41165,4559,4262,4167,4075,3967,3935,3857,3768,NA,NA,NA,NA,NA,NA,NA,26,25.6,25.6,25.6,25.6,26,24,11,NaN,NaN,NaN,18.7,17.4,16.2,17.4,17.4,17.4,18.7,17.4,20.1,20.1,20.1,20.1,20.1,20.1,19.9,19.9,15,13,11,0.28813461649282546,0.24426448206535015,0.21042965910395225,4.1,5.7,4.1
MO,Putnam,29,171,09,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5068,6405,4920,6144,6562,0,1,1,1,1,1,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0.1,0.1,4757,4811,4853,4858,4829,4875,4931,4978,4979,4759,4862,4913,5153,5168,5223,1153,1156,1143,1140,1132,1128,1108,1076,NA,NA,NA,NA,NA,NA,NA,17.5,17.5,20.5,26,26,26,26,NaN,NaN,NaN,NaN,16.2,16.2,16.2,14.9,16.2,14.9,14.9,14.9,8.9,8,8,7,7,7,7,7,1,1,0,0.20785699438786115,0.2058460271716756,0,4.1,4.1,0
MO,Ralls,29,173,09,0,2,2,1,1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6341,4676,3461,5756,5893,0,2,2,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10212,10224,10224,10196,10255,10192,10277,10281,10167,9634,9832,9842,9925,9761,9626,2135,2066,2040,1978,1888,1874,1759,1676,NA,NA,NA,NA,NA,NA,NA,20.5,24,24,24,24.8,25.6,26,NaN,NaN,NaN,NaN,21,20,20,20,20,20,20,20,16.1,14.4,12.8,12.8,11.2,9.8,9.8,9.8,2,1,1,0.19561815336463223,0.09807767752059632,0.0983574309039048,0.5,2.8,0.5
MO,Randolph,29,175,06,0,12,14,16,15,13,12,11,9,10,13,16,16,10,14,0,0,0,2,1,0,2,4,2,0,0,2,1,1,0,0,0,0,1,1,1,5541,4725,4929,5911,6593,0,2,2,2,3,3,3,4,4,1,1,1,2,2,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,24763,24945,24989,25104,25072,24940,25330,25346,25414,25501,25723,25590,25438,25336,24663,4075,3937,3918,3862,3772,3721,3623,3605,NA,NA,NA,NA,NA,NA,NA,26,26,25.6,25.6,26,25.6,25.6,NaN,NaN,NaN,NaN,16.2,16.2,14.9,14.9,12.2,14.9,14.9,16.2,18.7,18.7,18.7,17.8,17.8,17.8,17.8,16.1,5,6,4,0.20044097013429546,0.23900573613766732,0.15739356260328952,4.1,4.1,2.8
MO,Ray,29,177,01,0,5,4,4,4,4,5,6,6,4,5,4,5,5,5,0,0,0,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7587,7570,7026,7721,8496,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22883,22855,22754,22810,22949,23039,23064,23230,23494,23358,23445,23482,23999,24101,23354,4138,4086,4013,3930,3809,3713,3464,3483,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,20,20,20,17.4,18.7,20,18.7,20,18.7,18.7,16.1,16.1,14.4,14.4,14.4,12.8,3,2,3,0.1312623058411726,0.08768084173608068,0.12769217672597258,0.5,1.5,1.5
MO,Reynolds,29,179,09,1,1,1,1,1,1,1,2,2,3,2,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,5773,6754,6458,6608,8083,0,0,0,1,1,0,2,2,2,3,3,3,3,3,1,1,0,0,0,1,2,1,1,0,0,0,0,0,1.2,1.2,0,0,0,0.07,0.52,0.6,0.6,0,0,0,0,0,6254,6275,6455,6432,6565,6599,6667,6588,6696,6202,6388,6465,6547,6585,6689,1425,1500,1482,1492,1512,1488,1355,1343,NA,NA,NA,NA,NA,NA,NA,23.2,22.4,19.5,13.1,9.6,13.1,23.2,NaN,NaN,NaN,NaN,13.6,12.2,13.6,13.6,12.2,9.3,9.3,12.2,9.8,9.8,8,8,8,7,7,8,1,1,2,0.1593625498007968,0.15547263681592038,0.2986857825567503,2.8,2.8,5.7
MO,Ripley,29,181,09,1,4,4,5,5,5,4,3,4,8,6,4,2,1,2,0,0,0,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8472,7022,6994,7272,6651,0,2,2,2,2,1,2,2,2,3,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1.33,1.2,0,0,0,0,0,0,0,0,0,0,0.2,0,13401,13564,13817,13802,13969,14032,14036,14143,14100,13395,13485,13551,13937,13851,13509,2727,2763,2738,2734,2725,2679,2639,2646,NA,NA,NA,NA,NA,NA,NA,18.5,18.5,19.5,17.5,14.2,24,26,NaN,NaN,NaN,NaN,12.2,9.3,10.9,10.9,12.2,9.3,10.9,9.3,12.8,12.8,11.2,11.2,11.2,11.2,11.2,9.8,4,4,2,0.29489826010026543,0.2898130705694827,0.14184397163120568,5.7,5.7,1.5
MO,St. Charles,29,183,01,0,387,382,373,375,376,369,365,360,317,260,172,85,46,24,0,0,0,59,55,51,49,45,55,47,46,44,23,20,25,10,10,6,6,6,6,4036,3614,3979,4114,4146,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,0,0,2,2,2,2,2,2,2,1,2,1,0.6,0.6,0,0,7.2,7.7,16.3,15.3,10.3,9.9,8.9,399182,395504,390918,385590,379493,373495,368666,365151,360485,355367,349407,343952,338719,329940,283883,58031,55317,52662,50200,47721,45349,42610,40378,26,26,26,26,26,26,26,26,26,26,26,26,26,26,61,57,52,42,22.8,22.8,21.9,21.9,21.9,21.9,22.8,21.9,19.4,19.4,19.1,19.1,18.9,18.9,18.7,18.7,178,166,175,0.4500586593308791,0.4305090899660261,0.4854570925281218,10.7,12.6,12.6
MO,St. Clair,29,185,08,0,4,5,5,4,3,3,5,6,10,8,5,5,6,4,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4805,5401,4909,6221,7624,0,6,6,6,4,4,4,4,4,2,2,4,3,3,1,1,2,2,2,2,2,0,0,0,0,0,0,0,2.4,1,1,1,1,1,1,0,0,0,0,0,0,0,9395,9362,9272,9440,9457,9487,9474,9641,9805,9276,9270,9428,9589,9686,9652,2535,2458,2485,2469,2407,2349,2295,2295,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,13.6,13.6,12.2,13.6,9.3,10.9,10.9,13.6,7,7,6.1,5.1,4,4,4,2.8,2,3,3,0.21362956633198035,0.31779661016949157,0.3059663437021928,7.3,4.1,7.3
MO,Ste. Genevieve,29,186,06,0,11,13,12,12,11,10,8,9,11,1,7,6,3,4,1,1,1,1,1,1,2,3,2,2,2,2,0,0,1,0,0,0,1,1,1,5817,4770,5555,5633,6202,0,6,5,5,5,5,5,5,4,5,2,2,5,5,2,0,0,0,0,1,1,0,0,1,0,0,0,0,2.9,0,0,0,0,1,1,0,0,0.5,0,0,0,0,17888,17843,18030,17919,17914,17778,17740,18124,18145,17542,17720,17841,18248,18198,17842,3372,3214,3118,3099,3021,2984,2964,2911,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,20,20,20,18.7,18.7,20,18.7,20,16.1,16.1,16.1,16.1,14.4,14.4,14.4,12.8,5,6,6,0.2802219357731323,0.3348401138456387,0.3306696059520529,7.3,5.7,7.3
MO,St. Francois,29,187,04,0,67,73,69,64,67,67,64,62,51,56,38,36,28,23,0,0,0,15,13,13,11,11,12,5,6,4,3,3,1,5,5,5,3,3,4,3916,3879,5044,5881,7221,0,4,4,5,5,7,9,5,5,8,7,9,9,9,2,0,0,0,0,3,1,1,1,2,2,1,3,3,1.45,0,0,0,0,2.8,1,1,2,4,3,4,9.5,9.75,66692,66705,66627,66520,65960,66215,65917,65577,65359,63884,63214,62810,62181,61661,55641,10683,10582,10312,10121,9874,9657,9452,9354,NA,NA,NA,NA,NA,NA,NA,26,26,25.6,25.6,26,26,24.8,13,NaN,NaN,NaN,16.2,16.2,14.9,13.6,13.6,13.6,13.6,14.9,18.7,18.7,18.7,18.7,17.8,17.8,17.8,16.1,34,33,30,0.5097069185218499,0.49609140108238126,0.4590033507244603,12.6,14.8,12.6
MO,St. Louis,29,189,01,0,5059,5053,5038,5050,5040,5052,4913,4821,4825,6655,1194,942,520,336,11,10,14,234,229,192,774,804,763,368,357,347,268,269,258,186,195,198,15,16,16,4471,3791,4283,4293,4572,1,0,0,0,0,0,0,0,0,12,6,5,4,5,3,1,1,1,1,1,1,0,2,2,1,2,2,2,3,1,2,3,2,2,1,0,2,2,1,2,3,3,996945,996726,998581,1003362,1001876,1001444,1000438,998692,998954,992408,991830,995118,1000510,1004666,1016315,176498,172446,169017,165139,161009,156687,151691,149493,26,26,26,26,26,26,26,26,25.6,25.6,25.6,25.6,25.6,26,134,139,140,120,21,21,20,21,20,18.7,20,20,18.7,17.8,17.8,16.1,16.1,16.1,14.4,14.4,1644,1659,1560,1.6494001360454127,1.6534411309178543,1.5616334686081643,28.7,28.7,28.7
MO,Saline,29,195,06,0,14,15,18,20,15,16,16,16,20,20,15,16,19,22,0,0,0,7,9,9,1,1,1,0,0,0,3,3,1,0,0,0,2,2,2,4960,4636,5814,7607,8052,0,3,3,3,4,4,4,3,3,7,6,6,6,5,3,4,3,1,1,3,2,1,0,0,0,0,0,0,3,3,4,2,2,5,4,1,0,0,0,0,0,0,22895,22660,22980,23258,23347,23252,23339,23280,23370,22821,22505,22701,22896,23075,23756,4031,4015,3981,3886,3877,3834,3687,3699,NA,NA,NA,NA,NA,NA,NA,23.2,22.4,20.5,20.5,20.5,25.6,24.8,NaN,NaN,NaN,NaN,17.4,17.4,16.2,16.2,14.9,16.2,14.9,13.6,17.8,17.8,16.1,16.1,16.1,14.4,14.4,14.4,11,13,11,0.4854368932038835,0.5589474589388598,0.4706889174154899,16.9,12.6,12.6
MO,Schuyler,29,197,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,3286,3638,5150,6179,0,2,2,2,2,2,2,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4599,4508,4394,4436,4370,4358,4370,4381,4431,4144,4110,4102,4271,4308,4170,898,795,802,863,879,886,880,870,NA,NA,NA,NA,NA,NA,NA,23.2,17.5,18.5,26,24.8,20.5,23.2,NaN,NaN,NaN,NaN,17.4,14.9,14.9,14.9,13.6,13.6,13.6,13.6,11.2,9.8,9.8,9.8,11.2,12.8,12.8,11.2,0,0,0,0,0,0,0,0,0
MO,Scotland,29,199,09,0,4,4,4,4,4,5,4,3,1,0,0,2,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,5209,6049,8815,6772,9589,0,1,1,1,1,1,1,1,1,1,0,3,3,3,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0.38,1,0,4966,4963,4932,4854,4863,4921,4877,4828,4843,4803,4798,4814,4922,4928,4983,892,893,903,921,909,898,853,879,NA,NA,NA,NA,NA,NA,NA,26,25.6,23.2,20.5,22.4,19.5,26,NaN,NaN,NaN,NaN,17.4,16.2,17.4,16.2,16.2,14.9,16.2,16.2,12.8,14.4,12.8,12.8,12.8,12.8,12.8,14.4,3,3,3,0.6044731009470079,0.6180469715698393,0.6194507536650836,19.1,19.1,19.1
MO,Scott,29,201,04,0,46,42,43,41,44,43,43,43,56,57,39,32,24,18,1,1,1,10,10,10,4,3,5,3,3,2,3,3,3,2,2,0,1,1,1,5579,4877,4771,5839,6303,0,6,8,8,9,9,9,8,7,6,4,2,4,5,3,1,2,3,4,4,3,3,1,1,1,1,1,1,2.8,2.2,3,5.1,4.8,3.2,3.01,2.5,2,1.7,0.7,0.4,0.6,0.6,38458,38541,38745,39008,38903,39290,39139,39136,39191,40855,40673,40735,41068,41143,40422,6846,6667,6578,6429,6279,6166,5987,5872,NA,NA,NA,NA,NA,NA,NA,26,25.6,26,25.6,24.8,24,24.8,10,NaN,NaN,NaN,13.6,14.9,14.9,13.6,14.9,13.6,14.9,14.9,18.7,17.8,17.8,17.8,16.1,16.1,14.4,14.4,20,19,20,0.518927894968994,0.48707957342083674,0.5103212472251282,12.6,14.8,14.8
MO,Shannon,29,203,09,1,1,1,0,1,1,1,2,3,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4097,4000,4491,5505,5627,0,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,0,2,1,0,2,1,1,0,0,0,0,0,0.2,0.2,0,1.9,1,0,1.25,0.4,0.4,0,0,0,0,0,8189,8249,8168,8258,8329,8297,8318,8432,8441,8361,8423,8431,8503,8367,8324,1800,1675,1656,1634,1580,1527,1504,1462,NA,NA,NA,NA,NA,NA,NA,26,26,24.8,20.5,23.2,22.4,22.4,NaN,NaN,NaN,NaN,4.7,9.3,12.2,7.8,6.6,10.9,7.8,10.9,14.4,14.4,12.8,11.2,11.2,9.8,9.8,8.9,0,0,0,0,0,0,0,0,0
MO,Shelby,29,205,09,0,1,1,1,1,1,1,1,1,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,4169,4072,3927,3074,0,1,2,2,2,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6050,6021,6082,6128,6108,6177,6234,6280,6373,6325,6411,6509,6645,6744,6799,1263,1252,1259,1256,1224,1234,1250,1239,NA,NA,NA,NA,NA,NA,NA,24.8,25.6,25.6,24.8,24.8,26,26,NaN,NaN,NaN,NaN,17.4,16.2,16.2,16.2,16.2,16.2,14.9,17.4,11.2,11.2,11.2,11.2,9.8,9.8,9.8,9.8,0,0,0,0,0,0,0,0,0
