stateabb,countyname,statefips,countyfips,ruralcode,persistentpov,active_md_nf17,active_md_nf16,active_md_nf15,active_md_nf14,active_md_nf13,active_md_nf12,active_md_nf11,active_md_nf10,active_md_nf05,active_md_nf00,active_md_nf90,active_md_nf80,active_md_nf70,active_md_nf60,genprac17,genprac15,genprac10,dfammed17,dfammed15,dfammed10,intmed17,intmed15,intmed10,ped17,ped15,ped10,obgyn17,obgyn15,obgyn10,psych_pc17,psych_pc15,psych_pc10,tothosp17,tothosp15,tothosp10,prev_stays16,prev_stays15,prev_stays14,prev_stays13,prev_stays12,rurclin18,rurclin17,rurclin16,rurclin15,rurclin14,rurclin13,rurclin12,rurclin11,rurclin10,nhsc_sites19,nhsc_sites18,nhsc_sites17,nhsc_sites16,nhsc_sites15,nhsc_wpc19,nhsc_wpc18,nhsc_wpc17,nhsc_wpc16,nhsc_wpc15,nhsc_wpc14,nhsc_wpc13,nhsc_wmh19,nhsc_wmh18,nhsc_wmh17,nhsc_wmh16,nhsc_wmh15,nhsc_wmh14,nhsc_wmh13,nhsc_pcp19,nhsc_pcp18,nhsc_pcp17,nhsc_pcp16,nhsc_pcp15,nhsc_pcp14,nhsc_pcp13,nhsc_mhp19,nhsc_mhp18,nhsc_mhp17,nhsc_mhp16,nhsc_mhp15,nhsc_mhp14,nhsc_mhp13,popest18,popest17,popest16,popest15,popest14,popest13,popest12,popest11,popest10,popest09,popest08,popest07,popest06,popest05,popest00,pop6517,pop6516,pop6515,pop6514,pop6513,pop6512,pop6511,pop6510,infmort1317,infmort1216,infmort1115,infmort1014,infmort0913,infmort0812,infmort0711,infmort0610,infmort0509,infmort0408,infmort0307,infmort0206,infmort0105,infmort9600,sui1517,sui1416,sui1315,sui0810,povperc17,povperc16,povperc15,povperc14,povperc13,povperc12,povperc11,povperc10,pop65perc10,pop65perc11,pop65perc12,pop65perc13,pop65perc14,pop65perc15,pop65perc16,pop65perc17,pcp17,pcp15,pcp10,pcpratio17,pcpratio15,pcpratio10,pcp15weight,pcp17weight,pcp10weight
AL,Autauga,01,001,02,0,38,36,37,39,36,34,35,33,33,28,19,4,5,7,1,2,2,13,13,15,10,10,6,1,1,1,0,1,0,0,0,1,1,1,1,6599,5876,5098,5105,5829,0,0,0,0,1,1,0,0,0,1,2,2,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0,0,0.25,0.25,0,0,0,0,0,0,0,55601,55504,55416,55347,55395,55246,55514,55267,54571,50756,50364,49960,49730,48612,43671,8392,8162,7921,7661,7466,7244,6773,6546,NA,NA,NA,NA,NA,NA,NA,26,25.6,24.8,24.8,24.8,25.6,26,12,10,NaN,NaN,18.7,18.7,18.7,18.7,18.7,18.7,17.4,20,19.4,19.1,18.9,18.9,18.9,18.7,18.7,17.8,24,25,22,0.43240126837705395,0.4516956655283936,0.40314452731304173,12.6,10.7,10.7
AL,Baldwin,01,003,03,0,417,397,387,386,379,382,374,367,297,256,106,60,19,31,6,4,6,75,73,70,41,38,40,27,24,23,21,22,21,13,11,11,4,4,4,3833,3539,3990,4248,4271,0,0,0,0,0,0,0,0,0,8,8,7,9,10,2,2,3,1,0,1,2,0,0,1,1,2,2,4,2,2,4,1,0,1,2,0,0,0.95,1.45,2.45,2.5,2.5,218022,212628,208563,203709,200111,195540,190790,186717,182265,179878,174439,171769,169162,162586,140415,42413,41104,39062,37385,35461,33827,31877,30568,26,26,26,26,26,26,26,26,26,26,26,26,26,24.8,42,42,40,33,20,20,18.7,18.7,17.4,18.7,18.7,18.7,16.1,14.4,14.4,12.8,12.8,11.2,11.2,11.2,164,157,154,0.7713001109919673,0.7707072343391799,0.8449236002523799,23.1,23.1,24.3
AL,Barbour,01,005,06,1,11,12,13,12,11,13,13,13,17,17,16,12,13,11,0,0,1,4,4,5,2,4,4,0,1,0,1,1,0,0,0,0,1,1,1,4736,5047,6174,5643,7206,0,2,2,2,2,1,1,1,1,2,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24881,25270,25965,26489,26887,27076,27201,27119,27457,29737,29309,27941,28171,28414,29038,4757,4678,4546,4433,4294,4143,3966,3909,NA,NA,NA,NA,NA,NA,NA,20.5,20.5,22.4,23.2,24.8,26,26,NaN,NaN,NaN,NaN,5.6,7.8,6.6,10.9,7.8,7.8,7.8,10.9,18.7,18.7,17.8,17.8,16.1,14.4,12.8,12.8,7,10,9,0.2770083102493075,0.3775151949865982,0.3277852642313435,9,5.7,7.3
AL,Bibb,01,007,01,0,16,19,18,15,8,6,5,6,10,11,9,3,4,7,1,1,1,13,16,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5998,5899,5406,5495,5196,0,1,1,1,1,1,1,2,2,8,5,5,6,5,2,2,2,2,2,1,1,2,2,0,0,0,0,0,4.13,5.13,6.39,3,3,1,1,0.8,1,0,0,0,0,0,22400,22668,22643,22583,22506,22512,22597,22766,22915,21587,21629,21535,21482,21516,20826,3632,3494,3392,3328,3216,3132,3019,2906,NA,NA,NA,NA,NA,NA,NA,20.5,20.5,20.5,20.5,23.2,25.6,22.4,NaN,NaN,NaN,NaN,13.6,13.6,12.2,14.9,12.2,13.6,12.2,13.6,19.1,18.9,18.9,18.7,18.7,17.8,17.8,16.1,13,17,5,0.5734956767248985,0.7527786387990967,0.2181976871045167,23.1,16.9,4.1
AL,Blount,01,009,01,0,15,15,16,15,23,22,16,17,16,19,13,6,5,6,0,0,0,10,10,9,1,1,2,2,1,1,0,0,0,0,0,0,1,1,1,4162,3679,3362,4274,5727,0,4,1,1,1,1,1,1,2,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57840,58013,57704,57673,57719,57872,57826,57677,57322,58345,57441,56614,56436,55725,51024,10351,10379,10110,9813,9496,9216,8671,8439,NA,NA,NA,NA,NA,NA,NA,26,26,26,25.6,25.6,24.8,24.8,11,NaN,NaN,NaN,18.7,17.4,17.4,16.2,16.2,16.2,17.4,16.2,18.7,17.8,17.8,16.1,14.4,14.4,14.4,14.4,13,12,12,0.22408770448003035,0.20806963397083555,0.2093437074770594,4.1,4.1,4.1
AL,Bullock,01,011,06,1,4,4,4,4,6,6,5,8,9,9,7,4,6,7,0,0,0,0,0,1,2,2,4,1,1,1,0,0,1,0,0,0,1,1,1,6767,5111,5278,6353,5143,0,3,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10138,10309,10362,10696,10764,10639,10474,10542,10914,10985,10796,10781,10906,11055,11714,1631,1684,1635,1600,1555,1533,1435,1469,NA,NA,NA,NA,NA,NA,NA,24,26,26,26,26,26,20.5,NaN,NaN,NaN,NaN,4.7,5.6,2.1,4.7,4.7,5.6,5.6,6.6,18.9,18.9,18.7,18.7,18.7,17.8,16.1,17.8,3,3,7,0.2910078572121447,0.2804786836200449,0.6413780465457211,5.7,5.7,19.1
AL,Butler,01,013,06,1,10,11,10,13,12,10,12,16,13,15,8,9,9,12,0,0,0,2,2,1,3,4,4,1,1,2,1,1,4,0,0,0,2,2,2,7962,7834,7621,8823,9937,0,3,3,3,3,2,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,19680,19825,19998,20154,20296,20265,20307,20650,20947,19964,20090,20157,20520,20766,21399,3877,3804,3704,3644,3597,3542,3522,3489,NA,NA,NA,NA,NA,NA,NA,24.8,24,23.2,24.8,25.6,26,26,NaN,NaN,NaN,NaN,13.6,10.9,10.9,10.9,7.8,9.3,10.9,7.8,16.1,14.4,14.4,14.4,14.4,12.8,11.2,11.2,7,8,11,0.3530895334174023,0.39694353478217725,0.5251348641810283,9,9,14.8
AL,Calhoun,01,015,03,0,191,195,197,195,193,191,194,197,200,184,133,117,62,54,2,2,2,32,32,32,26,29,24,14,15,14,11,12,13,4,4,3,3,4,4,6450,5687,6070,6310,6901,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0,0,114277,114728,114611,115620,115916,116736,117296,117797,118572,114081,113419,113103,112903,112141,112249,19862,19347,18900,18499,18149,17782,17148,16990,25.6,24.8,26,25.6,26,25.6,25.6,25.6,25.6,26,26,26,25.6,23.2,26,21,19,16,16.2,16.2,14.9,13.6,13.6,13.6,13.6,12.2,18.7,18.7,17.8,17.8,17.8,16.1,16.1,14.4,83,88,83,0.7234502475420125,0.7611139941186645,0.6999966265222818,23.1,21.9,20.7
AL,Chambers,01,017,06,0,26,32,29,29,28,27,28,27,36,33,28,25,17,17,0,0,0,4,6,4,9,8,8,1,2,2,1,1,1,0,0,0,0,0,1,5511,5210,5082,5858,5970,0,0,0,0,0,0,0,0,0,4,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,33615,33713,33843,34123,34076,34162,34064,33939,34215,34320,34424,34764,35176,35460,36583,6432,6455,6364,6251,6094,5987,5759,5706,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,14.9,14.9,12.2,13.6,12.2,13.6,12.2,7.8,16.1,16.1,14.4,14.4,12.8,12.8,11.2,11.2,15,17,15,0.4449322219915166,0.4981976965682971,0.4384042086804033,12.6,10.7,10.7
AL,Cherokee,01,019,06,0,12,12,13,9,7,8,7,8,7,10,7,5,6,4,0,0,0,7,6,5,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,6577,4805,5275,5862,6880,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,26032,25857,25725,25859,26037,26203,26021,26057,25989,24448,24545,24560,24863,24522,23988,5848,5664,5578,5446,5264,5029,4795,4651,NA,NA,NA,NA,NA,NA,NA,25.6,25.6,24,24.8,26,26,26,NaN,NaN,NaN,NaN,16.2,16.2,14.9,14.9,13.6,14.9,12.2,13.6,14.4,12.8,11.2,9.8,9.8,8.9,8,8,8,9,6,0.3093939745523456,0.34804130090104024,0.2308669052291354,7.3,7.3,4.1
AL,Chilton,01,021,01,0,20,18,17,14,13,14,12,12,15,18,12,8,6,8,1,1,1,4,4,4,5,4,4,1,1,0,0,0,0,0,0,0,1,0,1,3791,2151,1860,3463,4892,0,1,1,1,0,0,0,0,0,2,2,2,2,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0.25,0.25,0.2,0.2,0,0,0,0,0,44153,44067,43941,43943,43931,43951,43819,43895,43643,42971,42444,42299,41953,41744,39593,7209,7055,6831,6677,6553,6369,6186,5921,NA,NA,NA,NA,NA,NA,NA,23.2,24,24,24,24.8,24.8,24.8,NaN,NaN,NaN,NaN,16.2,14.9,13.6,14.9,13.6,13.6,14.9,13.6,18.9,18.7,18.7,18.7,17.8,17.8,16.1,16.1,10,9,8,0.226927179068237,0.20481077759825228,0.18330545562862313,4.1,4.1,2.8
AL,Choctaw,01,023,09,1,5,5,5,5,5,5,5,5,6,8,5,6,4,7,1,1,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4778,5025,4778,5915,5970,0,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0,1,1,12841,12945,12993,13170,13323,13426,13633,13609,13859,13990,14055,14173,14656,14807,15922,2944,2835,2803,2767,2730,2675,2591,2519,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,24.8,NaN,NaN,NaN,NaN,12.2,12.2,10.9,10.9,12.2,13.6,9.3,13.6,12.8,11.2,11.2,9.8,9.8,8.9,8.9,8,4,4,4,0.3089996137504828,0.30372057706909644,0.2886211126343892,7.3,7.3,5.7
AL,Clarke,01,025,07,1,17,16,15,15,15,13,13,16,19,16,22,14,13,14,0,1,1,10,11,11,1,1,2,0,0,0,1,1,0,0,0,0,2,2,3,5857,4595,5445,5317,6554,0,3,4,4,4,5,5,5,5,2,2,4,5,5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,23920,24083,24392,24675,24945,25207,25161,25695,25833,26042,26304,26496,27248,27269,27867,4643,4641,4562,4485,4414,4333,4259,4174,NA,NA,NA,NA,NA,NA,NA,23.2,24,23.2,22.4,24,26,25.6,NaN,NaN,NaN,NaN,12.2,7.8,12.2,10.9,10.9,13.6,9.3,10.9,16.1,16.1,14.4,14.4,14.4,12.8,11.2,11.2,12,13,13,0.49827679275837733,0.5268490374873354,0.50323229977161,14.8,12.6,14.8
AL,Clay,01,027,09,0,6,6,5,6,7,7,8,8,6,7,5,6,5,4,1,1,1,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5644,4517,6432,7955,7743,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13275,13367,13492,13555,13552,13486,13435,13862,13932,13640,13809,13788,13829,13964,14254,2706,2788,2700,2631,2569,2486,2585,2449,NA,NA,NA,NA,NA,NA,NA,24.8,26,24,24,26,23.2,24.8,NaN,NaN,NaN,NaN,14.9,14.9,14.9,14.9,14.9,14.9,14.9,13.6,14.4,12.8,12.8,11.2,11.2,11.2,9.8,9.8,4,3,5,0.2992444078701279,0.2213205459240133,0.35888601780074647,4.1,5.7,9
AL,Cleburne,01,029,08,0,5,4,4,4,5,5,5,2,0,3,4,5,1,2,0,0,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5505,5461,6219,4388,6084,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,14987,14900,14924,15018,15080,14994,14832,14835,14972,14759,14799,14700,14700,14460,14123,2847,2808,2821,2773,2701,2590,2406,2361,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,NaN,NaN,NaN,NaN,16.2,16.2,14.9,16.2,14.9,14.9,16.2,16.2,17.8,16.1,14.4,12.8,12.8,12.8,12.8,11.2,5,4,2,0.33557046979865773,0.26634705020641897,0.1335826876836762,5.7,7.3,1.5
AL,Coffee,01,031,04,0,53,51,53,51,46,44,42,42,48,47,39,22,21,11,0,0,0,7,8,5,8,10,8,7,7,4,6,6,4,0,0,0,1,1,2,4614,3448,4727,4657,5801,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0.2,0.2,0.5,0.9,1,0,0.25,51909,51874,51226,51211,50909,50938,51252,50526,49948,48635,47753,46793,46027,45567,43615,8593,8409,8279,8118,7946,7662,7406,7210,NA,NA,NA,NA,NA,NA,NA,24.8,24.8,24.8,25.6,26,26,24.8,NaN,NaN,NaN,NaN,17.4,17.4,16.2,16.2,14.9,17.4,16.2,13.6,18.7,18.7,18.7,17.8,17.8,16.1,16.1,16.1,28,31,21,0.5397694413386281,0.605338696764367,0.4204372547449347,19.1,14.8,10.7
AL,Colbert,01,033,03,0,74,77,76,80,77,77,82,82,78,92,58,46,32,30,0,0,2,9,11,10,17,14,15,4,4,5,3,4,2,0,1,2,2,2,2,6478,5939,6258,6204,5843,0,1,1,1,2,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,54762,54500,54216,54354,54543,54520,54446,54512,54428,54639,54663,54588,54766,54660,54984,10682,10418,10232,10099,9889,9687,9578,9463,NA,NA,NA,NA,NA,NA,NA,25.6,24.8,24,24,24.8,25.6,25.6,NaN,NaN,NaN,NaN,17.4,16.2,14.9,16.2,16.2,16.2,14.9,14.9,14.4,14.4,14.4,12.8,12.8,12.8,11.2,11.2,33,33,32,0.6055045871559633,0.6071310299150017,0.5879326817079444,19.1,19.1,16.9
AL,Conecuh,01,035,07,1,6,6,6,7,7,5,6,6,7,9,4,4,4,8,0,0,0,3,4,4,2,2,1,0,0,0,0,0,0,0,0,1,1,1,1,11309,10781,10699,12280,13679,0,1,2,1,1,1,1,1,0,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12277,12469,12395,12672,12670,12887,12981,13105,13228,12931,13066,13160,13403,13257,14089,2733,2661,2647,2587,2542,2493,2438,2362,NA,NA,NA,NA,NA,NA,NA,26,24.8,26,26,24.8,24,15.3,NaN,NaN,NaN,NaN,12.2,7.8,7.8,6.6,6.6,6.6,9.3,10.9,14.4,12.8,11.2,11.2,9.8,9.8,8.9,8.9,5,6,5,0.4009944662763654,0.47348484848484845,0.3779860901118839,12.6,10.7,9
AL,Coosa,01,037,08,0,1,1,0,0,1,0,0,1,4,2,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4725,5368,3976,6396,5605,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10715,10754,10581,10724,10886,10898,10966,10713,11539,10556,10814,10864,11044,11162,12202,2448,2109,2059,2017,1979,1960,1490,1970,NA,NA,NA,NA,NA,NA,NA,26,24.8,20.5,22.4,24,20.5,19.5,NaN,NaN,NaN,NaN,16.2,16.2,13.6,14.9,14.9,13.6,10.9,14.9,14.4,18.9,14.4,12.8,12.8,11.2,11.2,8,1,0,1,0.09298865538404315,0,0.08666262241095415,0,0.5,0.5
AL,Covington,01,039,06,0,34,37,36,36,35,34,32,37,39,36,24,27,21,23,0,0,2,9,9,10,5,5,5,3,3,5,3,4,3,0,0,0,2,2,3,8193,7987,8687,8651,9229,0,2,2,2,3,3,3,2,2,1,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.3,0.3,1,0.6,0,0,1.25,36986,37092,37458,37835,37914,37886,37955,38058,37765,36678,36856,37007,37234,37003,37631,7665,7627,7570,7498,7413,7255,7067,6939,NA,NA,NA,NA,NA,NA,NA,25.6,25.6,25.6,26,26,26,26,NaN,NaN,NaN,NaN,16.2,14.9,12.2,13.6,14.9,13.6,10.9,13.6,12.8,12.8,11.2,11.2,11.2,9.8,9.8,9.8,20,21,23,0.5391998274560552,0.5550416281221091,0.6090295246921753,16.9,14.8,19.1
AL,Crenshaw,01,041,08,0,4,3,3,4,5,5,5,5,7,4,7,5,4,7,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,6215,6574,6306,6204,7359,0,1,1,1,1,0,0,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,13824,13871,13913,13963,13977,13986,14083,13911,13906,13781,13754,13805,13719,13727,13665,2597,2587,2528,2509,2449,2347,2222,2210,NA,NA,NA,NA,NA,NA,NA,25.6,26,26,25.6,24.8,24.8,24,NaN,NaN,NaN,NaN,14.9,13.6,14.9,13.6,12.2,13.6,14.9,13.6,17.8,17.8,16.1,14.4,14.4,12.8,12.8,12.8,2,2,2,0.14418571119602047,0.1432356943350283,0.1438228102977132,1.5,1.5,1.5
AL,Cullman,01,043,04,0,97,98,96,99,99,95,102,105,97,96,55,40,17,19,0,0,0,20,19,22,18,20,16,5,4,5,5,5,7,1,1,2,1,1,1,6303,5261,4685,5180,4796,0,3,3,3,3,1,1,1,1,2,2,2,2,3,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,3,4,3,3,1,1.5,3.5,83442,82755,82471,82005,81289,80811,80440,80536,80406,81778,81324,80554,80187,79886,77483,15135,15044,14701,14324,13936,13563,13058,12810,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,26,19,19,17,13,18.7,17.4,14.9,16.2,16.2,14.9,14.9,14.9,17.8,16.1,16.1,14.4,14.4,14.4,12.8,12.8,48,48,50,0.5800253761102049,0.5853301627949515,0.6218441409845036,16.9,16.9,19.1
AL,Dale,01,045,04,0,29,28,29,28,29,23,25,29,31,38,25,17,12,8,0,0,0,4,5,11,2,3,2,2,2,2,3,2,2,3,3,0,1,1,1,5162,4138,5078,4169,5631,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48956,49226,49226,49565,49484,49884,50444,50044,50251,48147,48292,48150,48392,48748,49129,8045,7959,7805,7611,7433,7222,6902,6759,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,23.2,NaN,NaN,NaN,NaN,16.2,13.6,14.9,12.2,13.6,14.9,14.9,16.2,18.9,18.9,18.7,18.7,17.8,17.8,16.1,16.1,11,12,17,0.22345914760492422,0.24210632502774135,0.33830172533879926,4.1,4.1,7.3
AL,Dallas,01,047,04,1,68,72,73,72,75,77,68,62,71,99,67,60,43,34,0,0,0,34,36,15,5,5,7,4,4,5,4,5,5,2,1,2,1,1,1,6574,5885,6285,6501,6944,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.2,1,1,1,1,0,0,0,0,0,0,0,0,0,38310,39215,40008,41131,41711,41996,42864,43332,43820,41925,42867,43079,43945,44366,46365,6799,6733,6691,6515,6420,6335,6299,6165,NA,NA,NA,NA,NA,NA,NA,26,26,26,25.6,25.6,24.8,24.8,NaN,NaN,NaN,NaN,9.3,4.7,4.7,4.7,6.6,3.4,4.7,4.7,18.7,18.7,18.7,17.8,17.8,16.1,16.1,14.4,47,50,32,1.1985209741170468,1.2156281150470447,0.730260155180283,28.6,28.3,21.9
AL,DeKalb,01,049,06,0,46,44,46,48,47,48,44,45,43,38,28,18,12,11,4,4,5,14,14,8,5,6,7,6,5,4,5,5,5,0,0,0,1,1,1,5204,4806,5039,5687,6078,0,4,6,6,5,3,3,3,2,6,6,6,5,5,1,1,3,2,1,1,2,0,0,0,0,0,0,0,1,2,4,2,1,1,2,0,0,0,0,0,0,0,71385,71617,70900,71130,71065,71013,71080,71375,71109,69380,68515,68016,68014,67271,64452,12051,11638,11383,11159,10766,10524,10036,9875,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,25.6,26,14,11,10,11,14.9,13.6,13.6,12.2,14.9,14.9,13.6,13.6,18.9,18.7,18.7,17.8,17.8,16.1,16.1,16.1,30,30,24,0.41889495510842395,0.4217629692113033,0.3375100198287137,10.7,10.7,7.3
AL,Elmore,01,051,02,0,31,36,38,33,34,33,34,37,34,36,24,23,13,9,0,0,1,12,15,12,6,7,6,2,2,3,0,1,0,0,0,0,2,2,2,6057,5009,5083,5441,5067,0,3,3,3,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,1,1,2,1.25,0.25,0,0,0,0,0,0,0,81887,81677,81799,81468,80977,80902,80629,80162,79303,79233,78106,77525,75688,73937,65874,12026,12112,11693,11358,10881,10449,9881,9436,NA,NA,NA,NA,NA,NA,NA,26,26,26,26,26,26,25.6,16,18,15,11,20,18.7,18.7,17.4,18.7,18.7,18.7,18.7,19.4,19.1,19.1,18.9,18.7,18.7,18.7,18.7,20,25,21,0.24486697601527968,0.30686895468159275,0.26480713213875895,7.3,4.1,5.7
AL,Escambia,01,053,06,1,25,28,28,24,24,27,32,26,25,35,24,26,20,19,2,2,3,8,9,10,2,3,3,1,1,2,2,2,3,0,0,1,2,2,2,7620,7851,8477,7843,9179,0,4,5,5,5,5,5,6,6,10,8,9,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36748,37447,37728,37789,37733,37983,37994,38095,38319,37434,37490,37600,37849,38082,38440,6478,6485,6356,6287,6158,5970,5827,5812,NA,NA,NA,NA,NA,NA,NA,24.8,24.8,24.8,24,24,22.4,22.4,NaN,NaN,NaN,NaN,12.2,12.2,10.9,10.9,9.3,9.3,10.9,9.3,17.8,17.8,17.8,16.1,16.1,16.1,14.4,14.4,13,15,18,0.34715731567281755,0.3969409087300537,0.4697408596257731,9,7.3,12.6
AL,Etowah,01,055,03,0,211,204,208,203,205,200,196,194,188,197,147,109,77,76,0,0,0,41,41,35,22,22,20,19,20,15,5,8,7,6,5,6,4,4,4,7165,6254,6594,6477,6747,0,1,1,1,1,1,1,1,0,9,9,8,8,9,0,1,1,1,0,1,1,0,3,3,0,0,0,0,0,1,1,1,0,1,1,0,2,1.8,0,0,0,0,102501,102755,102564,103057,103531,103931,104392,104303,104430,103645,103303,103217,103362,103189,103459,19092,18616,18278,17919,17512,17083,16551,16508,24.8,24.8,24,24,24,23.2,22.4,24,24,24.8,25.6,26,26,25.6,16,16,17,16,14.9,16.2,14.9,14.9,14.9,13.6,13.6,14.9,17.8,17.8,16.1,16.1,14.4,14.4,12.8,12.8,87,91,77,0.8466741277796701,0.8830064915532181,0.7373360145552044,25.3,24.3,21.9
AL,Fayette,01,057,06,0,27,31,32,30,10,9,23,9,13,11,10,8,6,6,1,1,1,6,8,5,6,6,1,1,2,0,2,2,0,2,2,0,1,1,1,5503,5253,6629,7671,7943,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0.25,1,0,1,1,0.13,0.13,16433,16468,16546,16759,16874,16909,16983,17182,17241,17371,17691,17648,18005,18228,18495,3460,3413,3369,3300,3212,3120,3163,3084,NA,NA,NA,NA,NA,NA,NA,24.8,24.8,24,24,25.6,24.8,26,NaN,NaN,NaN,NaN,14.9,13.6,13.6,13.6,13.6,16.2,12.2,9.3,14.4,12.8,12.8,12.8,11.2,9.8,9.8,8.9,15,18,6,0.9108574204517853,1.074049764305746,0.3480076561684357,27.7,25.9,7.3
AL,Franklin,01,059,06,0,23,22,23,24,22,23,26,25,23,27,21,17,13,17,0,0,0,9,10,11,2,2,2,2,2,2,0,0,2,0,0,0,2,2,2,7810,7293,7154,8281,8946,0,4,5,6,6,3,3,3,3,2,2,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,31363,31495,31628,31696,31601,31532,31761,31884,31704,31091,30801,30439,30847,30737,31223,5188,5159,5118,5040,5021,4918,4842,4825,NA,NA,NA,NA,NA,NA,NA,25.6,24,24.8,24,23.2,24,26,NaN,NaN,NaN,NaN,13.6,13.6,13.6,12.2,12.2,14.9,14.9,13.6,17.8,17.8,17.8,17.8,17.8,16.1,16.1,16.1,13,14,17,0.4127639307826639,0.4416961130742049,0.5362099419631592,10.7,10.7,14.8
